sim,method_2_lb,method_2_ub,method_3_lb,method_3_ub
386,-2.29571687220072,2.27975738042815,-2.58066281818122,2.55578331471476
387,-2.67652791127403,2.84416083303375,-2.56097647848875,2.57077809093351
388,-2.34210884442462,1.87493647455426,-2.58312561109862,2.51831453015823
389,-2.78691051609422,3.02544550771981,-2.52629436851523,2.5407021718305
390,-2.78832560530623,2.37678890176955,-2.567363559989,2.5482507324758
391,-2.10318604044402,2.72198022144062,-2.62089415220382,2.57438925822913
392,-2.36746160212228,2.54455445324848,-2.57206351889632,2.5561122474579
393,-2.61904488806541,2.41287355615671,-2.57129712555221,2.48562198718746
394,-2.29416861062799,3.36457204187127,-2.52299754889052,2.54495628117613
395,-2.35073051212989,2.67793165757856,-2.57539088903707,2.52241655407824
396,-2.38442742431487,2.26897847798595,-2.52457813456557,2.57554115475637
397,-2.59387303708732,2.71595419315906,-2.63167248741036,2.57167609370239
398,-2.23182155758765,2.4376538289145,-2.54655843884346,2.53757214456849
399,-2.28073206732573,1.99961568444375,-2.53341196426239,2.55605956697623
400,-2.60887590365814,2.10123317081648,-2.59039926824331,2.59226001695955
401,-2.99829809474169,2.96598393102824,-2.57076808390008,2.54291947129133
402,-2.07889020697459,2.8519151124494,-2.61859340937486,2.63059522325032
403,-2.38386109331936,2.41910730627875,-2.56265350047874,2.59681996367955
404,-2.59788124412113,2.53644885452928,-2.62501386358163,2.53816269247464
405,-2.5708338483232,2.58725940455781,-2.54173196406673,2.54898685133005
406,-2.30298670705628,2.68689229094366,-2.57998667911027,2.59941698996298
407,-2.65735231348755,2.4114987291157,-2.6031566224993,2.57466534581556
408,-2.50431628740389,2.92381279194756,-2.64663739626893,2.60036006963496
409,-2.12309167989532,2.21471946952132,-2.57692849728331,2.53612347620832
410,-2.34659418095887,3.25223568848505,-2.62784407850174,2.58020423435846
411,-2.5926149771325,1.89833099062908,-2.57919387030226,2.54581704653535
412,-1.88092794147062,2.48502989124756,-2.62448128912701,2.62988872185778
413,-2.05288438462776,2.06487974894716,-2.5306623450955,2.49401098806814
414,-2.71791264312009,2.83048298798833,-2.62961537802408,2.56199559481772
415,-2.51044694491833,2.10327623455176,-2.60104419021269,2.62112612968241
416,-2.37282099250141,2.64181649220081,-2.61124139058327,2.59515863514198
417,-2.36766092222669,2.54417739081228,-2.62350283814071,2.5800801257407
418,-2.38092588637675,2.52686759249981,-2.56741289481737,2.57919603155029
419,-2.23374957409926,2.82179505495874,-2.61579235378892,2.6031655570895
420,-2.03907589750117,2.4610332241274,-2.64554224535041,2.60320442771315
421,-2.55786564612231,2.24877593626895,-2.56405652613417,2.5411892090154
422,-2.6719983879862,2.13489908095247,-2.639260941213,2.57840830558357
423,-2.59082208323787,2.65214679939178,-2.60018790844461,2.57360003521391
424,-2.59339189234653,2.93838351426329,-2.56525217138794,2.60544853963207
425,-2.89850047839864,2.52843406106899,-2.58764714362079,2.56925989263531
426,-2.60154225298385,1.9645245498608,-2.54738999939619,2.58315571144918
427,-2.5597921298201,2.94801461576811,-2.6096079884224,2.56281100639907
428,-2.30516573346169,2.69914215608905,-2.63774505649346,2.60347227092984
429,-2.64720859695373,2.31574733263666,-2.59882900672998,2.57034935273255
430,-2.18309521874829,2.45820445117179,-2.62491990462781,2.60993519225016
431,-2.62634408569947,2.04388098666287,-2.60925103181108,2.57456483908114
432,-1.74020144334912,2.3629983717821,-2.56990062766822,2.60501857669605
433,-2.52017298478715,2.77691357817526,-2.60724674896375,2.54741673117005
434,-2.20436188511318,2.6209649103669,-2.52804271962591,2.47606220120057
435,-3.64885269528918,2.81644776811676,-2.56174334953042,2.49216321557411
436,-2.58998706460483,2.61801760920323,-2.57257246537211,2.54841397854117
437,-2.60718512875863,2.79658752759423,-2.5861482965363,2.57394352222817
438,-1.78445182694845,2.35074141885693,-2.62492211161933,2.51757763169844
439,-3.31667929289078,2.89960460997452,-2.54716221826653,2.51917479297392
440,-2.49419461680975,2.1578317566895,-2.52843558172204,2.57266927336725
441,-2.33237729389479,2.83981787191463,-2.58609069203845,2.57258310593248
442,-2.11376687137161,2.33334407351643,-2.53827182026949,2.51153953528715
443,-2.19427323971099,2.18762895898328,-2.6308244838309,2.56440009562262
444,-2.0888787737873,1.84616887484868,-2.57016608880384,2.54032910718876
445,-2.38107247736238,2.4338442376224,-2.61077481730639,2.53845624695045
446,-2.40943694775045,2.4880240585883,-2.60858335466204,2.57836289651043
447,-2.2495874748925,3.09700450201541,-2.57215544064762,2.57392565507132
448,-2.54929246253848,3.08783349080492,-2.50978861673806,2.48831942926131
449,-2.45058962051304,2.59809696940941,-2.60256935362886,2.5560876226823
450,-2.99346826664783,2.55502659669458,-2.5676747050536,2.58369802691393
451,-2.67561472457898,2.2184009993521,-2.55201527366835,2.52573976444372
452,-2.84172029541512,2.75618996164244,-2.59133292072034,2.55733837132612
453,-3.0129396932985,2.74975985234309,-2.56736271590733,2.51088247666427
454,-2.37302669422453,2.65835531825318,-2.5374278513831,2.51829986405472
455,-2.1763963916761,2.54877244975316,-2.6343264299912,2.55534847382095
456,-2.4676585411439,2.04606443695188,-2.55437813092214,2.55386558217081
457,-2.12852177351764,2.10991682109132,-2.56478749646374,2.58465029043522
458,-3.09408868319919,2.72837717306332,-2.59634043098589,2.57408906327445
459,-2.491881323916,2.71766975002398,-2.58492603431128,2.52333643683378
460,-2.1860836038246,2.20688160018767,-2.57001227539245,2.57349968196556
461,-2.93540352757415,2.64476926850131,-2.5731035756771,2.56039275074975
462,-2.22771485647362,2.19040430860641,-2.57906323214335,2.53919174549884
463,-2.44122920858154,2.86798261640219,-2.52816665721467,2.55153762899514
464,-2.54702741962461,2.47383490947062,-2.57203262934942,2.57903535222057
465,-2.33576804284875,2.12237426494552,-2.54501224557872,2.56516245719771
466,-3.03633628346551,2.45981567323277,-2.63340641458138,2.5559437738049
467,-2.2158581452691,2.1358522497812,-2.57178466395595,2.54793772052928
468,-3.0985962666959,2.60635347960655,-2.59412253500723,2.65416406522668
469,-2.28623704352466,2.64884445405573,-2.50675647662474,2.58848818884521
470,-2.75062410816558,2.71127994177633,-2.58387830696512,2.59704654705961
471,-2.34250078830828,2.4795281918793,-2.52147062715312,2.52961564990034
472,-2.38641715088019,2.3059675918598,-2.52798947780662,2.58720675875268
473,-2.20426811043939,2.51724896880207,-2.54616150136129,2.62126837589709
474,-2.16860850478354,2.39040635882299,-2.55219014359762,2.48992093900772
475,-2.22489854376248,2.14478896075918,-2.52389719401719,2.53966411141562
476,-2.35827586563182,2.31619788947098,-2.52207312830954,2.55322001319546
477,-2.58750050654287,2.39705593587835,-2.54135667226586,2.5008560699888
478,-2.93149157811316,2.35711930836392,-2.57833080180228,2.59964681460747
479,-2.86726611654884,2.46783829468552,-2.60233424221662,2.56284399945669
480,-1.8072121619602,2.13198058334522,-2.57233722577051,2.57468269770477
481,-2.23560076726836,2.25832829840487,-2.57213807657056,2.56980817731711
482,-2.60458711035406,2.34063856300115,-2.65399378018379,2.57812584078382
483,-2.62606553281735,2.46894662458446,-2.56380359970807,2.51322895776722
484,-2.31806448317699,2.46196272770539,-2.64007674573901,2.60636659767572
485,-2.78001589590003,3.55081190696113,-2.56172583570592,2.51814195323979
486,-2.59390808533868,2.27053946128062,-2.60404745903672,2.559127519204
487,-1.8716139281705,2.37547918850033,-2.580634679174,2.58464970837867
488,-2.62821305850783,2.74913018216074,-2.59527811707924,2.57263506805499
489,-2.97438249489916,2.61880295146678,-2.56352306726613,2.5957483860105
490,-2.60234958287019,2.08933567932556,-2.61177743767188,2.56244684045923
491,-2.48924876582488,2.26711487962215,-2.54575554450218,2.55643914237497
492,-2.57983606284872,2.68662847820779,-2.54476319931951,2.55490700093637
493,-2.38753850243388,1.87425093693379,-2.53129653933044,2.53958883686865
494,-2.88312510134788,2.92253210996971,-2.61031283497875,2.56293736257423
495,-2.31657585334238,2.44628642623619,-2.53739525500715,2.55581866605086
496,-2.74802364489558,2.81970299606095,-2.57026458273979,2.59459029389276
497,-2.85286932610902,2.71127519776693,-2.55640355906903,2.58547075552386
498,-2.48189558993498,2.37046240122133,-2.60820366954903,2.60278741180813
499,-3.04297451753391,2.70563172583525,-2.56477844353653,2.5858140452947
500,-2.53579381294951,2.64987130894103,-2.62104892930612,2.61958042792008
501,-2.26020923170951,2.62821118511155,-2.54811998668972,2.53251110188779
502,-2.45590494542717,2.91531558963508,-2.57567756916332,2.5840684106733
503,-1.82593624636608,2.29516144796796,-2.57423892581281,2.60895088228949
504,-2.48753395892445,2.78726151449216,-2.49807558493518,2.54708239135701
505,-2.46525000931392,2.7033100414092,-2.54559119076101,2.54424124397329
506,-2.77658675744763,2.91086266632614,-2.60844726803437,2.56559072416473
507,-2.7029808424443,2.32225552227169,-2.57506508581779,2.56878395084998
508,-3.27900038407858,2.98452422975893,-2.63024853499005,2.54578465472554
509,-2.82372049125232,2.60165530821991,-2.57122416835011,2.60157067402948
510,-2.12739702704077,2.66688050853219,-2.62999946247962,2.63588476187267
511,-2.19144764380869,2.2346083374649,-2.58456633220119,2.61594625495061
512,-2.64223947687954,2.44776843537722,-2.57719732044832,2.58370800608091
513,-2.24774856931923,2.45779023143161,-2.55813548671836,2.56272181651834
514,-2.45234550536557,2.10007783834104,-2.58573652599045,2.55435241332211
515,-2.77392393048274,2.4284149774884,-2.59299312025543,2.57432672491652
516,-2.39445302214108,2.55634014285195,-2.60335816168969,2.58398526080209
517,-2.18586563406174,2.23009759979075,-2.59642665823977,2.58831798847934
518,-2.36670522133755,2.4414068665887,-2.57691021687254,2.60233075788926
519,-2.83267250786474,2.67670133271034,-2.56895190248915,2.57043905656278
520,-2.27416869081212,2.82568727224807,-2.52592930870458,2.62038748385954
521,-3.07628912436831,3.17193239396464,-2.5766715328926,2.60177111005943
522,-2.50188738209402,2.45055378066875,-2.55137427633803,2.58113053335361
523,-2.34393691003517,2.33316686280564,-2.6441477045426,2.59651427220302
524,-2.3083360603232,2.63298307893794,-2.58257748958906,2.53074327087169
525,-2.43233515660456,2.59275494027047,-2.57677183215796,2.54583113360652
526,-2.42096273098827,3.12507578535627,-2.62299615743721,2.58393949107791
527,-2.36006954593972,2.48473730775727,-2.5443074646768,2.57486292402724
528,-2.5334447592919,2.55499598773277,-2.54486004940078,2.56271394221909
529,-2.59724438617115,2.44362618109151,-2.57185478564751,2.55813526975184
530,-2.62265791560064,2.77853777641575,-2.58995219020449,2.56779535845507
531,-2.58401629294163,2.49682688369844,-2.55576469951386,2.52746595736154
532,-2.87880967843391,3.21893736051595,-2.55418650989535,2.57538102532211
533,-2.87127281717765,2.45955049667661,-2.58212931661124,2.60238095394927
534,-2.825235256303,2.93809204868217,-2.55760958152005,2.59856332861415
535,-2.15394073960229,2.35347562936929,-2.59285639975337,2.5436210604299
536,-2.67872015427979,2.17777039836957,-2.65222295156698,2.55638640874452
537,-2.36232114470749,2.06694660204702,-2.5487284586424,2.55210383213353
538,-2.90091122523908,2.51801711534002,-2.60181059327148,2.55674639816643
539,-2.44022922719628,2.63213285040084,-2.56104862412881,2.50528591748646
540,-2.14104458308154,3.10920538860797,-2.6317925686449,2.58584978559491
541,-2.46018387589091,2.40255168841109,-2.52301158763666,2.51800981137602
542,-2.5917170902883,2.90480044911128,-2.52658206660025,2.50340514763429
543,-2.71504551179891,2.22761755715923,-2.59100561409196,2.5561024031242
544,-2.51866369427221,2.27544204812508,-2.58174549686524,2.57216750269232
545,-2.63746398668091,2.46288508194273,-2.61695246053915,2.54348493914734
546,-2.77470256051251,2.38429030649876,-2.61285234297836,2.55629981229558
547,-2.70660940433685,1.96811587849386,-2.63266614361993,2.6437628577327
548,-2.65364605135228,2.83032966040791,-2.57285188922288,2.59164941927388
549,-2.59055598649763,2.37800960095558,-2.58228355757741,2.55799500043673
550,-2.76026144468008,2.30544906412377,-2.56736174240387,2.55296954563103
551,-2.1700528787365,1.94805755535201,-2.57075369452252,2.58715194378652
552,-2.3484842263621,2.71827029475324,-2.58315013504552,2.59557408722522
553,-3.19001300272923,3.1598492746152,-2.49959764517998,2.55417005744877
554,-2.49396648353621,2.22484678583074,-2.58224291776743,2.56734674167177
555,-2.42513959757928,2.72302091452457,-2.53980673658427,2.54528102170022
556,-2.24257808368761,2.12544928646041,-2.62598126813667,2.59381367854575
557,-2.76823350182573,2.25182970526022,-2.58141651366922,2.62498168825859
558,-2.69192163631047,2.15176610096529,-2.60989709499742,2.64529992482465
559,-2.69043552907953,2.50275206263563,-2.58005638835393,2.57845796507312
560,-1.78392907156672,2.68270509723343,-2.52209689435616,2.56355110755073
561,-2.88296517019224,2.4800105707961,-2.54627803457961,2.54006820497417
562,-2.53113092640639,2.53492710570153,-2.52853076728478,2.58904482943807
563,-2.78584917142722,2.81639457673077,-2.5575156314119,2.56287179326941
564,-2.56431271015759,2.71276061202995,-2.57971412700735,2.50719890036366
565,-2.36075356365726,2.15921597334644,-2.49710580505268,2.57925201770088
566,-2.27607069768562,2.61570277553551,-2.56334416958015,2.52475066101094
567,-2.56681426125851,2.43281156572671,-2.58876057194901,2.57941433670867
568,-2.64153306666231,2.37828336354036,-2.58797296302151,2.54868874593565
569,-3.21084235704035,2.5123065572333,-2.60985928895528,2.51850713414494
570,-2.63534230554064,2.50710969720192,-2.59536747776657,2.62052645420226
571,-2.86276462462412,2.41222562078164,-2.60044517520058,2.56272769738111
572,-3.07855410279689,2.90977745030642,-2.58626934283942,2.54277484296722
573,-2.4442832627888,2.32055182177962,-2.52330568116552,2.53405514415196
574,-2.20511093677691,2.71447270689316,-2.57204577891847,2.54523367621488
575,-2.55703783516772,2.43129542159862,-2.61969368200063,2.57273147266125
576,-2.30553453650445,2.15274471288229,-2.59317039276486,2.59128026004956
577,-2.70958943077381,2.80788024288058,-2.59494880640382,2.60682345769614
578,-2.7813618022261,2.74978357029222,-2.58653066658116,2.60465689936115
579,-2.99239148919324,3.31383191095232,-2.53174700591109,2.59096600938966
580,-2.63518608807225,2.69304066375539,-2.57072309997037,2.52004628152817
581,-2.55883163150396,2.46551646036245,-2.57346551244352,2.60335466615757
582,-2.54537148954697,2.44294645475685,-2.57178060952334,2.59829694355353
583,-2.55283866914926,2.62824360292205,-2.6317537188825,2.53483460332452
584,-1.8467774474571,2.87021661392417,-2.50694067370027,2.53278993241608
585,-2.46298071877008,2.23017198104285,-2.54955086361026,2.58560584674608
586,-2.41757413317538,2.89390116971486,-2.6313909359643,2.50479677032562
587,-2.26674117791711,2.62753368146326,-2.60904359711221,2.54775397265172
588,-1.96950108853223,2.45839316115929,-2.5764877968461,2.5441347807165
589,-2.60051880467388,2.87286063284966,-2.5845118291431,2.59407040869374
590,-2.57844969249147,2.30910188849595,-2.67491371237685,2.53936436402273
591,-2.35545631434298,2.72649711702901,-2.55521316386889,2.54684549141695
592,-2.40350482348682,2.19848581669258,-2.56305967910792,2.53363533686761
593,-3.15817842412037,3.18650232372755,-2.54439886504149,2.56755634011068
594,-2.90268610897803,2.51532678311505,-2.60681810735214,2.54739750736235
595,-2.66737328691547,2.60517444172554,-2.57949338502317,2.5303632669167
596,-3.17803520290964,3.05060019231655,-2.61358971280683,2.51936028752729
597,-2.9636698226734,2.65081351802408,-2.55810716723259,2.56499266367507
598,-2.52246497945093,2.56009151248227,-2.59447751655876,2.51672219448606
599,-2.62107673185322,2.37558322356882,-2.54111053456865,2.56944770699556
600,-2.3798320556421,2.49237277832845,-2.55175461562105,2.5598852340765
601,-1.96486133306376,2.32315813382513,-2.64356698427006,2.58429817093453
602,-2.45715114219145,2.579511436879,-2.67260428262025,2.59960521864757
603,-1.85903515946653,2.43785338922397,-2.5605907669944,2.58769450999722
604,-2.82509792732362,2.1435179085286,-2.62065747811986,2.61616199276573
605,-2.55004029921895,2.60736737781233,-2.5484087852802,2.54661577412127
606,-2.37941440282955,2.21607865162623,-2.58145169697062,2.57855806596623
607,-2.22128382285176,2.20874522955331,-2.54628209818382,2.52120714344126
608,-2.55849235427954,2.45921517737008,-2.59152718704237,2.57619368863662
609,-2.63456057148641,2.57305181408246,-2.59730595848002,2.57465761034888
610,-2.5653356478471,2.65360655276222,-2.54587064098536,2.56782037573094
611,-2.79169884683031,2.43050672337578,-2.57107902923628,2.5301217652302
612,-2.72694701733037,2.60258485560675,-2.56977936379888,2.58376322113784
613,-2.48358234528898,2.07584327540585,-2.59590376627895,2.57142370493341
614,-2.79187643352014,1.86658054457243,-2.61543413256019,2.59579107724558
615,-2.32202682193297,2.87053454626976,-2.57778396660583,2.54641112724445
616,-2.47774730152293,2.46410247261588,-2.56749519816472,2.55004585373204
617,-2.83556824810592,2.15255204116785,-2.58292516651802,2.55618757993891
618,-2.46457178400464,2.57537170558164,-2.55141213666444,2.52916781634014
619,-2.98980481138672,2.52819187004134,-2.58953797977129,2.52017881369058
620,-2.13653508877038,3.00049076787585,-2.54997702704399,2.50020424620278
621,-2.1140239116156,2.16736909609495,-2.60597907737384,2.56820601769675
622,-1.92234990123085,2.631780136374,-2.62266135408565,2.5522271137491
623,-2.57085891740512,2.66856861255387,-2.54792519180844,2.57499957722996
624,-2.45926387485508,2.87554474239064,-2.54956587547173,2.57173809247499
625,-2.25552901703553,2.56457830345223,-2.59049558453226,2.56033222689085
626,-2.80726139279614,2.16261116877253,-2.59795739969107,2.57394067606753
627,-2.57718634135613,2.25402247259796,-2.60181722907188,2.57605275157536
628,-2.93042991662149,2.29713619891365,-2.54409141030647,2.50918993804275
629,-2.17235444013009,2.27468566632559,-2.53387398264904,2.5257658220943
630,-2.74148463079791,2.02500548481202,-2.59934643334336,2.59089659161761
631,-2.33665982794289,2.76547514971799,-2.58741716693422,2.57290636704909
632,-2.45174230899933,2.59653139774898,-2.60314502112779,2.54764016468057
633,-2.23279392656992,2.27934534178779,-2.6051371085396,2.573310673333
634,-2.35135007452425,1.99870964634807,-2.56466682040744,2.60878527429865
635,-2.68395696385605,2.40495973244771,-2.63676642869161,2.5524485480393
636,-2.66912458460375,2.74241011502384,-2.59229478545704,2.59019960708865
637,-2.57639258410442,2.30846512324926,-2.59386890686763,2.58901521752954
638,-2.16351468492929,3.09744038016433,-2.58952564110358,2.53400862108931
639,-2.41198133891969,2.54655507973528,-2.55922422111006,2.54484859629553
640,-2.65877460695802,2.14557630029462,-2.55846072983317,2.52743663672725
641,-3.14322550469741,2.97235866014829,-2.62519813360502,2.56160766376412
642,-3.28062337343493,2.67621740525097,-2.60778703213045,2.54029075402759
643,-2.72419005755325,2.57545016718187,-2.61830367667382,2.54882231577636
644,-2.15855550936827,2.15459634482669,-2.52046988560309,2.56786908343752
645,-2.43510491576309,2.46433773235427,-2.60011282545652,2.55078819982913
646,-2.48765515680024,2.31980569185511,-2.56332474785494,2.608509110595
647,-2.4548812471433,2.49689904628184,-2.52281053546344,2.50683167822684
648,-2.31977879602768,2.25339624469068,-2.54407264804284,2.58718214846327
649,-1.90780726850202,2.51304779297027,-2.53187734146352,2.5404708115219
650,-2.82407448362981,2.52034561694088,-2.58082152882104,2.58662967572939
651,-3.1756311381297,2.68548347981421,-2.56046364507041,2.52390542892236
652,-2.89348638020163,2.73824298557688,-2.57985263813326,2.54499946036529
653,-2.23429705185198,2.26557048850678,-2.62186780118876,2.54109755908872
654,-2.83966493381441,2.55174582795659,-2.53065095026518,2.60061691915285
655,-2.54578038291499,2.61073272213023,-2.59615159924488,2.61472093434033
656,-2.40255294099498,2.64104030212166,-2.56431860524118,2.59741969690273
657,-1.93946755475661,2.61707076121443,-2.5979234180034,2.56456580800744
658,-2.23269476495167,2.34930180761917,-2.55289567918891,2.60111248064819
659,-2.92874787241313,2.17219071439954,-2.59278005608127,2.60765278027728
660,-2.90423785762523,2.44260756325406,-2.56450987337498,2.56225030575779
661,-2.61900683978007,2.69682530595926,-2.59958436792792,2.53668371550812
662,-2.63046454045598,2.12490567088284,-2.55344370823511,2.60655511406548
663,-2.63836592704183,2.14597054455123,-2.59210931795932,2.55086778822692
664,-2.13099903085104,2.1629232996774,-2.54985212148659,2.51031070670441
665,-2.63062377835582,2.86796388960582,-2.54017726954455,2.57976477136858
666,-2.46198270792672,2.21104532883806,-2.5514141676796,2.5663812166577
667,-1.23689805296366,2.47639432999096,-2.55590331558891,2.52400866696614
668,-2.49826439483003,2.31736247466608,-2.55550465765271,2.59509748912985
669,-1.6780720764289,2.79455701445816,-2.60653153509692,2.5891124283011
670,-3.0175751036689,2.25620830842366,-2.53467134573324,2.55867359266064
671,-2.46948237531969,2.2117113559165,-2.60187593410843,2.59686096740815
672,-2.54137565547216,2.3784432607762,-2.55911061340094,2.57052396886726
673,-2.55087716257937,3.15742481331571,-2.61859820319317,2.64162850146071
674,-3.31366352255861,2.73394825283247,-2.56510842316078,2.58691783025261
675,-3.00325018211369,2.87434580442559,-2.56228870758897,2.58280421252813
676,-2.83833469109375,2.64642834717214,-2.56052227103376,2.47747621515349
677,-2.58122048904453,2.35362280274037,-2.64277815021713,2.59746109638573
678,-3.05604667552292,2.22894089447872,-2.53277371219105,2.57736188268258
679,-2.27160177933317,2.81213951242014,-2.61377727170715,2.58462063324925
680,-2.86058485594869,2.32518754482324,-2.59455169053929,2.56991216702829
681,-2.08916565327033,2.85898093004266,-2.5541873370124,2.58485411139098
682,-2.22864992005253,2.12703179444872,-2.53702003861362,2.5036826652594
683,-2.80078928487919,2.7473934628166,-2.5871949217868,2.58738851633856
684,-2.74782580792705,2.72032909513635,-2.57418280135466,2.5273894029863
685,-2.78069380887984,3.05902849786536,-2.5113093960317,2.59043638133125
686,-2.20046511260875,2.79137946997508,-2.57930071188079,2.60222424783997
687,-2.24006770419616,2.21830625242883,-2.63736864391164,2.58257564191858
688,-2.50441773895664,2.27867846533927,-2.62559025300743,2.58534465537785
689,-2.43367651606855,2.71379997238183,-2.61690144844353,2.58988285406933
690,-2.98754854744685,2.47366276501711,-2.56656384081668,2.54320236673768
691,-2.20367037899739,2.38004818235745,-2.56533858577235,2.57254213000425
692,-2.98495892389147,3.22637366217316,-2.59846077075462,2.55234172533383
693,-2.86666148693591,2.72446728628836,-2.59349659715785,2.59089820780754
694,-2.53670825681275,2.65375564540745,-2.58495878988103,2.52445653086761
695,-1.95763616407931,2.24739179931435,-2.65629924969529,2.58380150459476
696,-2.60003822236034,2.4854401325775,-2.59353437352191,2.55074609512549
697,-2.00985794987606,2.30790881220817,-2.5594059843731,2.53418179150712
698,-2.96017113758958,3.17784875972444,-2.58276461131996,2.55391628515127
699,-2.74917909975912,3.09874856758877,-2.61403146228316,2.60116685446883
700,-2.35641081473535,2.70585510555771,-2.60099466830966,2.57633482541601
701,-2.89500882336714,2.43465531597686,-2.58765484140503,2.58490020832526
702,-1.94097621827001,2.59219527771162,-2.57856716312089,2.57418031694124
703,-2.77717099340075,2.60941557533585,-2.56517749102315,2.55213225601022
704,-1.87785074407236,1.78442193329884,-2.65487067602627,2.58206655568416
705,-2.4844887720089,2.57837712840613,-2.51344278914212,2.5761486808949
706,-2.17867419948315,2.19379695052955,-2.59685200480519,2.52788677074274
707,-2.69096793742654,2.17219889939953,-2.59583151017706,2.5384045005181
708,-2.76608921999911,2.92564624117733,-2.5997907506263,2.57167136621938
709,-2.11686957969044,2.56820075067184,-2.57577290209922,2.54929639321079
710,-3.04320831110347,1.97598340280023,-2.55777335376257,2.59815676745634
711,-3.37803428977015,2.620339546038,-2.56785083773998,2.59259670915707
712,-2.97216204600615,3.18781110529215,-2.60096509399512,2.56738929416218
713,-2.28819734121701,1.88971310029884,-2.59726612376848,2.5552364666652
714,-2.16331033609487,2.49678823089744,-2.61296084264031,2.56494931875794
715,-2.08629822894622,2.47457983768387,-2.59489252644383,2.56422850435079
716,-2.49667360619655,1.69454618428251,-2.61033663486453,2.61791215843617
717,-2.80191184927107,2.30064997998474,-2.54865709637741,2.48348334797737
718,-2.64706360298192,2.30252931170921,-2.60843296645552,2.61950324811823
719,-3.01268779980746,2.4868236505823,-2.58815295028484,2.58712957645435
720,-2.63318739020002,2.39573327163101,-2.58415026179312,2.59222311439085
721,-2.72613476280951,2.72869541566659,-2.61973688327559,2.57883350943952
722,-2.08977388306142,2.22999132024726,-2.6113434667172,2.5589455289744
723,-2.74215070611061,2.56821458829375,-2.60451989958073,2.61535912134923
724,-2.04484174112921,2.75221186520196,-2.6314958326088,2.60781236743238
725,-3.04492234973285,2.965355814744,-2.60444997435589,2.59135999730535
726,-2.80602766430331,2.39441640324964,-2.56217600228825,2.55958435590828
727,-2.51022588633189,3.1497093780985,-2.58268505306308,2.59503681562005
728,-2.11869823925198,2.6710964444781,-2.55904763577554,2.61333112624632
729,-2.67692717023468,2.16542812852945,-2.62782154801925,2.55853777668941
730,-2.63605695833566,2.11382556075225,-2.6227443764674,2.59027629736449
731,-2.12531162031085,2.10920579689264,-2.56020691331298,2.60043376106486
732,-2.83905876347049,2.79670097151284,-2.56483135524717,2.56788873149701
733,-2.40500502736622,2.26327331454059,-2.55446264633662,2.5368295121306
734,-2.22550342279371,2.43310601136702,-2.54465027646515,2.59940295520854
735,-2.02987279267993,2.39499684607668,-2.5258222832248,2.54552237712084
736,-2.19778386130409,2.2855747142607,-2.55649601127221,2.5618722794996
737,-2.06692390809558,2.28460018338281,-2.60275280512522,2.58651886732044
738,-2.91362148393476,2.85196872891562,-2.51552038596299,2.51149036766254
739,-2.16979902778736,2.16078389540051,-2.54794564074678,2.56708160735339
740,-2.80635354024874,2.22377856153743,-2.56328461605623,2.52171971770274
741,-2.34203064806702,2.53302425480821,-2.57744200437396,2.56536272684823
742,-2.57954279800703,2.26823562281596,-2.60920705019269,2.51533461940489
743,-2.756364466077,2.47260168677127,-2.58655136588194,2.53121076220141
744,-3.03250754698954,2.29814065752896,-2.58609347018366,2.57413172363803
745,-3.26150148954175,2.9746696964098,-2.55898149455681,2.53431107876735
746,-2.75745421804136,2.2559965551415,-2.57026489060119,2.50418542518664
747,-2.28577766152337,2.85511947991214,-2.58083046038429,2.57447618808595
748,-2.51944143039887,2.38339919762235,-2.62615138258684,2.58628995364906
749,-1.88500738576081,2.2124511236693,-2.61744054895214,2.61802673384757
750,-2.1157367204474,2.36683402302999,-2.5531776414912,2.53924596294904
751,-2.8456765695724,2.32278414563802,-2.64242786663721,2.54093217566913
752,-2.36233568900637,2.6422522388213,-2.55226649579191,2.57227570094096
753,-2.31635110435034,2.45605146276654,-2.56141882120586,2.52441880688667
754,-2.73264395252454,2.70258250083826,-2.60002168031948,2.56238779694251
755,-2.31521352865952,2.08335608729477,-2.58174128562896,2.61246435112986
756,-1.97608219148216,2.8732233734439,-2.59416357146897,2.612194868825
757,-2.50489034296126,2.32668371291464,-2.54565891437,2.53583142791191
758,-2.82271266142729,2.44285216217807,-2.62448057285178,2.58334982890653
759,-2.79410060322352,3.06571618513272,-2.60209502953691,2.55398204229993
760,-2.32630096467296,2.16056763330008,-2.52473289781558,2.54257752499212
761,-2.20063882593425,2.2614112583626,-2.60599516015788,2.55701594988466
762,-2.54590722532787,2.22619926514714,-2.50327082792755,2.50955770153847
763,-2.2615422085377,2.82620290414437,-2.57564600355111,2.52388344336291
764,-2.52342388478316,2.30091027690031,-2.59188113965008,2.5463673666736
765,-2.33551165298577,2.32524953367445,-2.58069338760571,2.53822313248171
766,-2.43509191960003,1.94770984591528,-2.59618224390717,2.58511089708385
767,-2.56816045229942,2.48578574657242,-2.58758762058908,2.61536857528097
768,-2.27868228172908,1.88729962627017,-2.59581693109662,2.58656882915793
769,-2.38345514719443,2.75164247979603,-2.5698184750406,2.60030729619098
770,-1.95973080585971,2.43972739062494,-2.62202769935517,2.59577572843229
771,-2.03943592160886,2.09175602302273,-2.57616283404984,2.54976334584616
772,-2.34496412064968,2.732293914773,-2.58631062338503,2.55931078662332
773,-2.79531605210829,2.98351302740958,-2.59313781743862,2.57728601201999
